x,y,u,v,w,velocity_magnitude,pressure,divergence
0.109375,0.046875,-0.0025855558712689171,0.0020439913552478717,0,0.0032959065253403653,-23.866678949326285,3.428021755347288e-12
0.140625,0.046875,-0.0050372628397633507,0.0026462132369298162,0,0.0056900317584494473,-25.620148246243961,4.0248637755979644e-12
0.171875,0.046875,-0.0079117212866838954,0.0029487407193504699,0,0.0084433645869477058,-26.289511842114209,2.9920649291526047e-12
0.203125,0.046875,-0.010991857640731437,0.0030330939036813127,0,0.011402657279014169,-25.996260993207809,3.4768854462186027e-12
0.234375,0.046875,-0.014115846733562469,0.002979241005246735,0,0.014426815517388784,-24.907285231993978,2.554789713116179e-12
0.265625,0.046875,-0.017175318098342721,0.0028487296996907679,0,0.017409963029287549,-23.176398846614216,2.678496313635037e-12
0.296875,0.046875,-0.020103161431269185,0.0026814311799181088,0,0.020281202447199869,-20.921314697078628,2.0801277367255011e-12
0.328125,0.046875,-0.022859029806916811,0.0024983895945508293,0,0.022995155887266149,-18.220061955781073,1.7465195956134494e-12
0.359375,0.046875,-0.025416426110041267,0.0023065519981031552,0,0.02552087181753674,-15.116499213821825,1.526279103103434e-12
0.390625,0.046875,-0.027752731856885322,0.0021033069993353993,0,0.0278323198072606,-11.628991765872662,7.8387296653659178e-13
0.421875,0.046875,-0.029842242027418295,0.0018800820693655419,0,0.029901406619263927,-7.7594029619227998,8.8523632868486857e-13
0.453125,0.046875,-0.031651766106060089,0.0016249491250853593,0,0.031693449753724345,-3.5014016698704027,-1.4962336924995157e-13
0.484375,0.046875,-0.033138291589997468,0.0013244895138047618,0,0.033164749991155908,1.1519549322749789,1.8458845563174009e-13
0.515625,0.046875,-0.034248347152774326,0.00096525692897502261,0,0.034261946874570327,6.2009989583976921,-1.023948287270926e-12
0.546875,0.046875,-0.03491891515446717,0.00053517083811027558,0,0.034923015954966441,11.632123724761286,-5.4380284997268546e-13
0.578125,0.046875,-0.0350799614479788,2.5138534988818405e-05,0,0.03507997045519879,17.409942304326858,-1.8056949165068392e-12
0.609375,0.046875,-0.034658844107216619,-0.00056883418231346201,0,0.034663511754802229,23.468685603530972,-1.2871856358565026e-12
0.640625,0.046875,-0.033587011890718277,-0.0012428284470978935,0,0.033609998367988156,29.702860717447784,-2.4493740369280204e-12
0.671875,0.046875,-0.031809478384513243,-0.001981356559941885,0,0.031871126257357774,35.957622283628176,-2.0405899192610377e-12
0.703125,0.046875,-0.029297500471985781,-0.0027528923306841422,0,0.029426551787294867,42.020010730087641,-2.9239388688040435e-12
0.734375,0.046875,-0.026064591731987927,-0.0035049543088823448,0,0.026299194794946981,47.613330974627019,-2.7733093599380254e-12
0.765625,0.046875,-0.022185282686238549,-0.0041597497517358428,0,0.022571891499504032,52.398648831619006,-3.2474578581798141e-12
0.796875,0.046875,-0.017814639716363823,-0.0046124746204778922,0,0.018402073533936331,55.989755460998431,-3.4131586446051188e-12
0.828125,0.046875,-0.013204168197557813,-0.0047359814240184855,0,0.014027814435543596,57.990768076608965,-3.4848790519959039e-12
0.859375,0.046875,-0.0087061438144842331,-0.0043975406173513282,0,0.0097537328033802922,58.067909429906358,-3.8706260419019145e-12
0.890625,0.046875,-0.0047537704433137581,-0.0034955080105073355,0,0.0059005855369822779,56.067476732371659,-3.7030933874859784e-12
0.921875,0.046875,-0.001799204961492045,-0.0020271288825211122,0,0.0027104224762587999,52.192207454653293,-4.0885766994236405e-12
0.953125,0.046875,-0.00018271943580611263,-0.00021827328992743032,0,0.00028465702400792462,47.274246248947222,-3.9190491130103311e-12
0.984375,0.046875,0.00013044106594841857,0.001106933408254398,0,0.0011145925004213233,43.298226574874484,-4.0790391897527201e-12
0.015625,0.078125,-0.00014283241736995461,-0.00090294146451037633,0,0.00091416868672247146,-11.242116419369784,3.9213372132751445e-12
0.046875,0.078125,-0.00092433129403589071,0.00078479389471946778,0,0.0012125550702227984,-14.555894293435388,4.2787301479663142e-12
0.078125,0.078125,-0.0027301740766363224,0.0029605288644080118,0,0.0040272300214576747,-18.012713948834882,3.4236918855512499e-12
0.109375,0.078125,-0.0054964950124956544,0.0047329042797028429,0,0.0072534019841188381,-20.667183376630227,4.3256787041201505e-12
0.140625,0.078125,-0.008990051042674245,0.0059025633113778744,0,0.010754593037149868,-22.236533991206528,2.9417579483492773e-12
0.171875,0.078125,-0.01294383714091539,0.0065206351902817429,0,0.014493502103193738,-22.7528301860612,3.9704906029669473e-12
0.203125,0.078125,-0.017122434956926003,0.0067199336030110014,0,0.018393892640847884,-22.376006367050739,2.5402180359179738e-12
0.234375,0.078125,-0.021344019952809622,0.006637975394816374,0,0.022352402669246159,-21.288998781875286,3.2474578581798141e-12
0.265625,0.078125,-0.025479253371206705,0.0063847000934650518,0,0.026267027765577908,-19.647942371891869,2.1806723093931168e-12
0.296875,0.078125,-0.029440033428920015,0.0060340841769278061,0,0.030052050514901285,-17.565707826650527,2.2900292773186948e-12
0.328125,0.078125,-0.033165695222016872,0.0056272667664089317,0,0.033639700813473998,-15.112857823616212,1.7759960169172473e-12
0.359375,0.078125,-0.036610449655276794,0.0051798255627278711,0,0.03697506750260026,-12.325814964839573,1.2509437929963951e-12
0.390625,0.078125,-0.039733497328953551,0.0046893868553069401,0,0.040009263415722675,-9.2167051546722245,1.2677914273950819e-12
0.421875,0.078125,-0.042492018896729128,0.0041420339517520806,0,0.042693420045452582,-5.78247942845403,2.3275825711266407e-13
0.453125,0.078125,-0.044836741010698726,0.0035172434353356579,0,0.044974485498378798,-2.01269988242389,6.6020799938115715e-13
0.484375,0.078125,-0.046709684836347673,0.0027916645131403559,0,0.046793034185280774,2.103771990782132,-7.2244987769920499e-13
0.515625,0.078125,-0.048043806679186715,0.001942259335230814,0,0.04808305035615313,6.5726303518158913,-7.6119666125862295e-15
0.546875,0.078125,-0.048764413504845269,0.00094934325915643921,0,0.048773653513913037,11.387923343325168,-1.5887430260264068e-12
0.578125,0.078125,-0.048792416774539493,-0.00019998432292417861,0,0.048792826608322036,16.525273570669146,-7.1417524671879562e-13
0.609375,0.078125,-0.048049644872543588,-0.0015076005672542056,0,0.048073290212423986,21.934148596093305,-2.3146345951019498e-12
0.640625,0.078125,-0.046466546190083231,-0.0029589929612333365,0,0.046560665310750954,27.529037623758359,-1.467784227493496e-12
0.671875,0.078125,-0.043992652427932308,-0.004516619314299886,0,0.044223899846973752,33.179759368830233,-2.8414909314378178e-12
0.703125,0.078125,-0.04061008034047639,-0.0061121795764668471,0,0.041067473314472677,38.701748012934232,-2.2633006580008441e-12
0.734375,0.078125,-0.036350030066287987,-0.0076386260774596575,0,0.037143953669087078,43.848206058240571,-3.1599167726881205e-12
0.765625,0.078125,-0.031311522203467244,-0.0089438948919195235,0,0.032563855400365702,48.307681957561563,-3.0349889268421748e-12
0.796875,0.078125,-0.025680256923911834,-0.009830237729928035,0,0.027497439326326777,51.713098027449426,-3.340661081097096e-12
0.828125,0.078125,-0.019743181180494694,-0.010065765577008671,0,0.022161065853815165,53.671435206496049,-3.660710623520913e-12
0.859375,0.078125,-0.013890915870031426,-0.0094180461581247696,0,0.016782643925939072,53.826381489936836,-3.4973690610229369e-12
0.890625,0.078125,-0.0085958592983742515,-0.0077224324127974295,0,0.011555291404705959,51.967247158973592,-4.0256964428664332e-12
0.921875,0.078125,-0.0043496272977098169,-0.0050010019629597178,0,0.0066279165853614479,48.193666736747481,-3.7058967006231569e-12
0.953125,0.078125,-0.0015412915608743315,-0.0016692214722572635,0,0.0022719771123554788,43.134558863971513,-4.0957792712958963e-12
0.984375,0.078125,-0.00026697247318633991,0.00097040200089112201,0,0.0010064563302859813,38.278784127566787,-3.94366136968749e-12
0.015625,0.109375,-0.00037407077307497611,-0.00038603827394079952,0,0.00053754487460685736,-7.674752032149855,4.0560124703326039e-12
0.046875,0.109375,-0.0017542248127661855,0.0024295436207535572,0,0.0029966626268014998,-11.845293197296714,3.5212249782645699e-12
0.078125,0.109375,-0.0043374624103457715,0.0057048595187975115,0,0.007166519538128472,-15.594369208906329,4.3649389658284576e-12
0.109375,0.109375,-0.0079354507254632244,0.0083528828765257156,0,0.011521372772600118,-18.316686194688607,2.9632685194513897e-12
0.140625,0.109375,-0.01227071080704157,0.010111400826538663,0,0.015900024225924108,-19.878442306721539,4.2796877153250534e-12
0.171875,0.109375,-0.017055726164279531,0.011050599130814198,0,0.020322734465146191,-20.377581327902067,2.5128787939365793e-12
0.203125,0.109375,-0.02204318487972208,0.01135602619413139,0,0.02479639753196836,-20.008615039974366,3.7561620480630609e-12
0.234375,0.109375,-0.027042350081674896,0.011222633001715514,0,0.029278596097338006,-18.971835372603977,2.1743717937283691e-12
0.265625,0.109375,-0.031915477809558876,0.010808403633010943,0,0.033695983631681227,-17.430276369950345,2.8910207561239076e-12
0.296875,0.109375,-0.036565630512142011,0.010221313397822366,0,0.037967362067004261,-15.497692618886877,1.8549606295437115e-12
0.328125,0.109375,-0.040922758752050543,0.0095228275786412662,0,0.042016144860887221,-13.242409626244893,1.8554047187535616e-12
0.359375,0.109375,-0.044931405073575695,0.0087376655053796118,0,0.045773113946613292,-10.697169837296991,1.4535039838392549e-12
0.390625,0.109375,-0.048541208473491776,0.0078643979863225483,0,0.04917415658406623,-7.8697854293547067,7.9661277574416545e-13
0.421875,0.109375,-0.05170028526827522,0.0068846211833460142,0,0.052156663099351103,-4.7525130312147708,9.3569596515408193e-13
0.453125,0.109375,-0.05435114222636718,0.0057702352758284845,0,0.054656584932185517,-1.3297681013176819,-2.1549428907974288e-13
0.484375,0.109375,-0.056428725429274483,0.0044891997012046856,0,0.056607013412913292,2.4154265833797868,3.3596736503938018e-13
0.515625,0.109375,-0.057860321234221093,0.0030104417949278666,0,0.057938584148457623,6.4956000483529337,-1.1592254933745494e-12
0.546875,0.109375,-0.058567192872853571,0.0013086392637025887,0,0.058581811321676752,10.912923808103015,-3.0579011545128765e-13
0.578125,0.109375,-0.058468004179679477,-0.00063046575102211838,0,0.058471403265341844,15.652646915511003,-1.9943734164140636e-12
0.609375,0.109375,-0.057484226701049003,-0.0028036685198766604,0,0.057552557515604313,20.675433420919951,-9.9363572925170729e-13
0.640625,0.109375,-0.055547832875460258,-0.0051824175167759388,0,0.055789059756176651,25.908372981880607,-2.6451063561694355e-12
0.671875,0.109375,-0.052611623611064404,-0.0077032977854400927,0,0.053172584437503841,31.234775817267938,-1.7513768213461844e-12
0.703125,0.109375,-0.04866247704906608,-0.010257219754935751,0,0.049731752730543567,36.48344301130156,-3.0559443864319746e-12
0.734375,0.109375,-0.043737545527092705,-0.012678567695324921,0,0.045538104566828906,41.419094718165823,-2.5535684677890913e-12
0.765625,0.109375,-0.037942807770150841,-0.014737198894004468,0,0.040704320320133901,45.737275842086099,-3.2578939546112906e-12
0.796875,0.109375,-0.031472147181077548,-0.016138859596673737,0,0.035368896466649272,49.069584663420628,-3.2905900226865015e-12
0.828125,0.109375,-0.024622938933299372,-0.016543427701671748,0,0.029664357768767389,51.008529774737653,-3.3696379020398126e-12
0.859375,0.109375,-0.017800712421725734,-0.015614875855722694,0,0.023678887446639305,51.164992695690863,-3.8143377345534191e-12
0.890625,0.109375,-0.011501035288259732,-0.013120336420554778,0,0.017447551131615342,49.27243243744708,-3.5171310308612647e-12
0.921875,0.109375,-0.0062530918405480033,-0.009097273403817276,0,0.011039091491156741,45.34323375945975,-4.0309422466577871e-12
0.953125,0.109375,-0.0025126386215786048,-0.0041217389874479392,0,0.004827223334723265,39.837776160741669,-3.7417569043185495e-12
0.984375,0.109375,-0.00053373386050602071,0.00016969566707520742,0,0.0005600611156603893,33.871071986812218,-3.963787631455773e-12
0.015625,0.140625,-0.00053242972726441217,0.00052046222651938774,0,0.00074455513140960546,-4.7439759206561218,3.6751227061593283e-12
0.046875,0.140625,-0.0023612868297268686,0.0047320542626877078,0,0.0052884792745422071,-9.7723137983615018,4.1506520442879946e-12
0.078125,0.140625,-0.0055701601784991913,0.0091944598234516214,0,0.010750105853395312,-13.888511041925685,3.0897090441683872e-12
0.109375,0.140625,-0.0098471346818575778,0.012738245390577737,0,0.016100588718218265,-16.740833712892847,4.3207937228117999e-12
0.140625,0.140625,-0.014861285132020056,0.015075448844448249,0,0.021169009273860135,-18.339587901763078,2.5663915437235119e-12
0.171875,0.140625,-0.020300245641811168,0.016310526980143479,0,0.026040991983560489,-18.851916729962337,4.0680236956802673e-12
0.203125,0.140625,-0.025905091955738754,0.016688403374367677,0,0.030815200736339317,-18.508074046832174,2.1708745912007998e-12
0.234375,0.140625,-0.031479537725248141,0.01646386679312134,0,0.035524923718101974,-17.525262266995615,3.412992111151425e-12
0.265625,0.140625,-0.036882532041478677,0.015843291885881017,0,0.040141388460937975,-16.072535885020518,1.8499091147816671e-12
0.296875,0.140625,-0.042014187610754039,0.014968233416952796,0,0.04460089654049592,-14.263898549257041,2.4923951791322452e-12
0.328125,0.140625,-0.046801161174409099,0.013920009363194721,0,0.048827403657622899,-12.165241194579053,1.4959700145311672e-12
0.359375,0.140625,-0.05118430560532776,0.012732274473368044,0,0.052744136674750551,-9.8057952034541511,1.4718781748968013e-12
0.390625,0.140625,-0.055109412698216773,0.011404699511213593,0,0.05627712269549192,-7.1894540577331441,1.0382805726294464e-12
0.421875,0.140625,-0.058520911917757323,0.0099148956728293755,0,0.059354884279973139,-4.3043045830382765,4.5591308506232053e-13
0.453125,0.140625,-0.061358074162528281,0.0082279799892340869,0,0.061907292943865322,-1.1302594082317023,4.9052428785500979e-13
0.484375,0.140625,-0.063553276648975282,0.0063042406771547446,0,0.063865189448843562,2.3546629027511732,-5.2438609010607706e-13
0.515625,0.140625,-0.065032025562324541,0.0041057455372511438,0,0.065161503168323934,6.1686754930234056,-9.3369756370975665e-14
0.546875,0.140625,-0.065714609728380016,0.0016027913260202998,0,0.0657341530088284,10.32046413848534,-1.4482234855783815e-12
0.578125,0.140625,-0.065519428645291672,-0.001218987589671697,0,0.065530767283385596,14.802717748198591,-6.9526676083064842e-13
0.609375,0.140625,-0.064368185972385666,-0.0043501668328562084,0,0.064515016212113821,19.584473416216863,-2.2452317782750697e-12
0.640625,0.140625,-0.062193256893930363,-0.0077472421079534479,0,0.062673925705620706,24.601989640729563,-1.3487266858902558e-12
0.671875,0.140625,-0.05894760953653197,-0.01132032981619073,0,0.060024749372394479,29.748156013307163,-2.8245183969488608e-12
0.703125,0.140625,-0.054617648997475246,-0.01491929482539184,0,0.056618662471824364,34.86095429941895,-2.0755619445367302e-12
0.734375,0.140625,-0.049239175143883721,-0.018319898000603088,0,0.052536796929414695,39.712378929515047,-3.1535885014477572e-12
0.765625,0.140625,-0.042916143624636138,-0.021213637865099829,0,0.047872892278219357,44.000769282314856,-2.8170799026838722e-12
0.796875,0.140625,-0.035840821987465778,-0.02320840285202002,0,0.04269888152725855,47.352042156712372,-3.3054670112164786e-12
0.828125,0.140625,-0.02831184438557648,-0.023852070296202378,0,0.037020018772659723,49.339082698858306,-3.4384717295665723e-12
0.859375,0.140625,-0.020743191221139823,-0.022697112937421673,0,0.030747990466546696,49.533038299086257,-3.4134917115125063e-12
0.890625,0.140625,-0.013652378142404126,-0.01942858955128493,0,0.023745684258312961,47.602259491221311,-3.8110070654795436e-12
0.921875,0.140625,-0.0076123597575161487,-0.014076982105920136,0,0.016003419831031335,43.462907978742479,-3.5724756486388287e-12
0.953125,0.140625,-0.0031580814897643958,-0.0073367617723043791,0,0.0079875873703853413,37.419873650294214,-3.8963138271341791e-12
0.984375,0.140625,-0.00069411480279693203,-0.0010581529963485956,0,0.0012654971841704486,30.363193619268934,-3.7706227029588035e-12
0.015625,0.171875,-0.00063708365892233584,0.0016899756128226605,0,0.0018060711947210713,-2.5312518462463269,3.7824604559588693e-12
0.046875,0.171875,-0.0027956516860445256,0.0075499660062015748,0,0.0080509412520824511,-8.3478417030821674,3.2713415309970628e-12
0.078125,0.171875,-0.0065019569516691321,0.013291726694563091,0,0.014796805152610466,-12.851096866486456,4.1063541456054509e-12
0.109375,0.171875,-0.011332597551437031,0.017748593622815157,0,0.021058023241763969,-15.848811065497168,2.7298163729483349e-12
0.140625,0.171875,-0.016899170901852875,0.020645824413003541,0,0.02668018071270515,-17.485040179263905,4.1038283882244286e-12
0.171875,0.171875,-0.022861627462772455,0.022141568482501987,0,0.031826138080387902,-18.001280025237211,2.2603030558343562e-12
0.203125,0.171875,-0.028949316963360221,0.022549897686715475,0,0.036695515234513768,-17.667316204128056,3.7220226900558373e-12
0.234375,0.171875,-0.034962210232112031,0.022189711519209371,0,0.041409412476152478,-16.718405251540965,1.8708368187958513e-12
0.265625,0.171875,-0.040758825398914289,0.021317056642984462,0,0.045996725446703142,-15.329231591263779,3.0218050284247511e-12
0.296875,0.171875,-0.046239697983500028,0.020106996813848831,0,0.050422227147136442,-13.61316758178787,1.4918066781888228e-12
0.328125,0.171875,-0.051331724592506733,0.018660246139079469,0,0.054618227137211171,-11.632893082007927,2.1370683001009638e-12
0.359375,0.171875,-0.055975572428647251,0.017019029964638596,0,0.05850565861224024,-9.4136935301839806,1.0465517341629038e-12
0.390625,0.171875,-0.060116541998130657,0.015184020682389611,0,0.062004460370978495,-6.9554919634843095,1.1887157924661551e-12
0.421875,0.171875,-0.063698493313149626,0.013129025036262948,0,0.065037445742957861,-4.2424974112049485,5.2235993308613615e-13
0.453125,0.171875,-0.066660253308098938,0.010812772865547333,0,0.067531514333249124,-1.2506961483035686,2.3042678876095124e-13
0.484375,0.171875,-0.068934000805450923,0.0081883977846430762,0,0.069418630966949044,2.0460933393400529,-3.0947466811426239e-14
0.515625,0.171875,-0.070445301008046163,0.0052116375456858401,0,0.070637819898563062,5.670790324956835,-7.2494787950461159e-13
0.546875,0.171875,-0.071114652887045562,0.0018488353625961726,0,0.071138681794386413,9.6375031277375012,-5.6941951154243498e-13
0.578125,0.171875,-0.07086058969012185,-0.0019142759063274974,0,0.070886441746481746,13.94523253409662,-1.6317225348672082e-12
0.609375,0.171875,-0.069604528202709376,-0.0060621826766076893,0,0.069868021333986022,18.570325634314127,-1.1097789354153065e-12
0.640625,0.171875,-0.06727769574061751,-0.010536987804860017,0,0.068097844724828646,23.457331695373167,-2.3924195957647498e-12
0.671875,0.171875,-0.063830568128943985,-0.015223359088485228,0,0.065620820549584152,28.508141066691742,-1.700473095667121e-12
0.703125,0.171875,-0.059245299305843588,-0.019931494915403254,0,0.062508159302620131,33.569691235243454,-2.9224400677207996e-12
0.734375,0.171875,-0.053551542338343236,-0.024379928731847529,0,0.05884002559300372,38.42127644108723,-2.3427926265640053e-12
0.765625,0.171875,-0.046845700139062973,-0.028182480852563467,0,0.054669661134162079,42.763899739641744,-3.2217561951597418e-12
0.796875,0.171875,-0.039312714823475384,-0.030847866817506508,0,0.049970795810978644,46.21662160922557,-2.9551916469472417e-12
0.828125,0.171875,-0.031247540753376525,-0.031806758002908393,0,0.044587875681506788,48.329001995113408,-3.3790747977491264e-12
0.859375,0.171875,-0.023069880446402673,-0.030488738702339473,0,0.038233265247305852,48.62437657720335,-3.4202640719627198e-12
0.890625,0.171875,-0.015320485819884277,-0.0264771714918422,0,0.030590160116705772,46.692610072778876,-3.4975355944766306e-12
0.921875,0.171875,-0.0086226685232221288,-0.019766235847140289,0,0.021565122119434878,42.339502434592575,-3.6656233604048793e-12
0.953125,0.171875,-0.0035993140781382283,-0.011125140744150414,0,0.011692896065998349,35.728204256161682,-3.619576860458551e-12
0.984375,0.171875,-0.00079039349529008056,-0.0025426612945524227,0,0.0026626769117209606,27.661315492740439,-3.7055081225645381e-12
0.015625,0.203125,-0.00070766561188254236,0.0030347248837397701,0,0.0031161427660218737,-1.0048735588686113,3.400349446458506e-12
0.046875,0.203125,-0.0031147856647531121,0.010770904815499034,0,0.011212237969374882,-7.528498597916923,3.741715270955126e-12
0.078125,0.203125,-0.007224962509946726,0.017887269996303662,0,0.019291306622175725,-12.414523160272786,2.9484192864970282e-12
0.109375,0.203125,-0.01251692868158925,0.023275657092698555,0,0.026427820884758549,-15.553124367010067,3.8822833836604786e-12
0.140625,0.203125,-0.018543556903190088,0.026711962515342781,0,0.032517571312183302,-17.210072089845372,2.4653612484826226e-12
0.171875,0.203125,-0.024935609326588781,0.028429939364677567,0,0.037815949872606724,-17.706043992650464,3.7491121318566911e-12
0.203125,0.203125,-0.031411025839456652,0.028824632818178784,0,0.042632288249516266,-17.354698906232084,1.996736109788344e-12
0.234375,0.203125,-0.037767634784693901,0.028284478601905638,0,0.047184806527225252,-16.411075849926487,3.3237856911227937e-12
0.265625,0.203125,-0.04386572111050327,0.027116991053052243,0,0.051570657280238033,-15.055543631495384,1.538991156735392e-12
0.296875,0.203125,-0.049608614483192856,0.025530828361192533,0,0.055792811613600592,-13.400257106444329,2.6616486792363503e-12
0.328125,0.203125,-0.054925789650741047,0.023645616368405432,0,0.059799310549531047,-11.504065189711151,1.0547118733938987e-12
0.359375,0.203125,-0.059759941669999692,0.021511659590807038,0,0.063513794775249627,-9.3879117933784304,1.8571810755929619e-12
0.390625,0.203125,-0.064057920735861446,0.019130339691638437,0,0.066853474896368587,-7.0476404591208812,5.2258197769106118e-13
0.421875,0.203125,-0.06776484565842178,0.016471582264643646,0,0.069737990574798236,-4.4637330021744637,9.8065999765140077e-13
0.453125,0.203125,-0.070820667766509901,0.013487797740230758,0,0.072093603535790529,-1.6085982349146248,-2.5424107263916085e-14
0.484375,0.203125,-0.073158617992178973,0.010125070632984326,0,0.07385594384914794,1.5476721961351076,5.7509552675583109e-14
0.515625,0.203125,-0.074705185245805245,0.0063328321535467882,0,0.074973124956180623,5.0321875044870872,-5.3806958888458212e-13
0.546875,0.203125,-0.075381482163835264,0.0020732895517221678,0,0.075409988614121237,8.8640094624762042,-8.8606899595333743e-13
0.578125,0.203125,-0.075106038730438002,-0.0026682367258383773,0,0.075153420022000095,13.048129065927814,-1.0038775366538744e-12
0.609375,0.203125,-0.073799228084525631,-0.0078710939905079144,0,0.074217788881637034,17.568137426930093,-1.7743584379559252e-12
0.640625,0.203125,-0.071389679656755411,-0.013464457380927221,0,0.072648317076563884,22.377169675059292,-1.4654943925052066e-12
0.671875,0.203125,-0.067823174882694584,-0.019309521898278337,0,0.070518371273794067,27.386849720825882,-2.5029978090174154e-12
0.703125,0.203125,-0.063074634353798315,-0.025179141457748792,0,0.067914642481681955,32.454238473807436,-1.961208973000339e-12
0.734375,0.203125,-0.057163835593767857,-0.030736837917192821,0,0.064903446017442745,37.36736067134359,-3.0146996010671501e-12
0.765625,0.203125,-0.050175306131447633,-0.035519943328991291,0,0.061475423703129035,41.831092305188044,-2.4686919175564981e-12
0.796875,0.203125,-0.04228211754731151,-0.038936578240989464,0,0.057478992592088482,45.457633288856897,-3.326006137172044e-12
0.828125,0.203125,-0.033771515752114609,-0.040293822444917769,0,0.052574779157100453,47.770330670506389,-2.9202196216715492e-12
0.859375,0.203125,-0.025066673519900783,-0.038884176799724279,0,0.046263563705636758,48.236751397897422,-3.4969804829643181e-12
0.890625,0.203125,-0.016732834341424002,-0.034164967199666205,0,0.038042512125933611,46.353957720947022,-3.2580049769137531e-12
0.921875,0.203125,-0.0094496830603033738,-0.026059408717317711,0,0.027719835725278006,41.801544776995314,-3.5728642266974475e-12
0.953125,0.203125,-0.0039356033515239889,-0.015369402028060124,0,0.015865292069188817,34.611032715877144,-3.4682812177777578e-12
